"customer_id","is_churn","city","age","gender","registration_method","registration_date","plan_list_price","avg_amount_paid","auto_renew","times_under_paid","num_transactions","num_payment_methods","common_payment_method"
"QakKgsTcQFp9c/T7JyIwHw68RLa7iv6t+nZsLaPUFKU=",0,4,29,"female",9,"2015-04-09",142.521739130435,149,"YES",0,23,1,40
"Jc0xLVQMyvSSwQz2cNYDaoMpNBteLo9zRwhjK93+FVQ=",0,1,NA,"",9,"2014-11-30",137.538461538462,143.269230769231,"NO",0,26,2,38
"5VfUSQJtyN0CCt2+zRifbpcfyoIEAZxM1Ar01k/bI9k=",0,5,21,"male",9,"2014-12-28",182.111111111111,190.388888888889,"NO",0,18,1,38
"/aFEoOwGkcP3jxMyu1UdGJrNL0QShuHBN9DHPQOsCgw=",0,1,NA,"",9,"2015-12-13",149,139.066666666667,"YES",1,15,1,30
"rXS5QfnL1qy7pI5qR+TU+Kc9gWCGegZHTgfIBS1ayRs=",0,5,NA,"",9,"2014-06-24",168,168,"YES",0,20,1,36
"46Saia4CtOtjaNJfscuteAAO/xLn3YiRn7cwHbpUE+g=",0,1,NA,"",7,"2014-02-12",119.407407407407,124.925925925926,"YES",0,27,1,41
"GiGaTw3CVAgejUU9P1Q4zxlv3ODyB66l+jP8vb8AFMY=",0,1,NA,"",7,"2011-08-08",132.928571428571,127.571428571429,"YES",5,28,1,41
"n2dTQZxxDPf7m28tArQJbt243S+7MCtmY0clSeBD+AI=",0,1,NA,"",7,"2014-05-12",99,99,"YES",0,9,1,41
"2+XnC7xhhhVGOZRjwLWDJcQbm3ZLlXTnwK5ozDuv5V8=",0,1,NA,"",7,"2016-07-26",99,99,"YES",0,8,1,41
"S+9LaDBfmfmBcyw2MACeg91eBWJM3FTwT8OTyJmj9zY=",0,6,28,"female",9,"2011-07-12",143.269230769231,149,"YES",0,26,1,40
"2mIetzvnuC4iNVxh7DQwQLOqheZa8cnmPAcDhv+l97c=",0,1,NA,"",7,"2016-02-17",99,99,"YES",0,13,1,41
"Hn1TqWO6ZllO4e4U9E+UCIIGF1owVYK3sKa8bBqXgig=",0,1,NA,"",4,"2016-07-30",180,180,"YES",0,7,1,36
"rnw7TXv/i/u4ft+mSjo0ncTDkmU7dB/YBOw+Fvzg7XU=",0,1,NA,"",7,"2013-12-14",135.576923076923,141.307692307692,"YES",0,26,1,41
"y94M0Hb0mxn9p5lTQQj9mprmy2AWSgycvr5/xh8cdjk=",0,1,NA,"",7,"2014-05-07",143.269230769231,149,"YES",0,26,1,41
"HSTuPek0Lv9drHxCRza+qDl4IOPmQZs3jK5a1VGqU1c=",0,22,NA,"",3,"2014-01-05",149,149,"YES",0,26,1,40
"2FjdXBYARyi1ROC39O1qYXZSQPe0meMX2lG7PEWGzGk=",0,1,NA,"",9,"2014-05-25",134.857142857143,134.857142857143,"YES",0,7,2,30
"IJdlv43Irxy+ql0B9489CFYtqmMrApZzSxf1laBUw8k=",0,1,NA,"",7,"2013-06-14",99,99,"YES",0,19,1,41
"yez9Nb4RI5tY+vy+y00VhhYdB5Fp2G1OXwS4Kj9wsNo=",0,15,20,"male",3,"2014-11-21",180,180,"YES",0,8,1,29
"F3u8By2xt9AKgzj1MAFAxcKNe0W6KaBIUZvYuNuxcNI=",0,1,NA,"",7,"2016-03-10",99,99,"YES",0,12,1,41
"JekODAI83sUxrmMG5Caq4jyqnlNyVcRvbEJL+Ww/gOk=",0,1,NA,"",7,"2012-01-06",125.178571428571,140.428571428571,"YES",0,28,1,41
"at5OcrcGZ9IIAQa7ud4VWjKVxO4HDaKuhCIO+1wIZII=",0,1,NA,"",7,"2015-08-04",104,89.1,"YES",2,20,1,41
"NdfbmwBHbaxd5IYPRuKDZsXOgSjRfpRvzbb0Lyc8Df4=",0,4,19,"female",9,"2009-08-18",143.909090909091,143.909090909091,"NO",0,11,3,38
"/LLaNiJlbNo+P/d4bLpQ1k/kjXSH78bHxRFfH3orKjg=",0,1,NA,"",7,"2011-08-13",140.428571428571,140.428571428571,"YES",0,28,1,41
"kBH0RC63wUN2RDm8888Nu9S4fBdK4zpglq8X23rK1VE=",0,13,28,"male",9,"2004-04-03",108.363636363636,149,"YES",0,22,1,34
"wYdQmira9NvEICFYC5Xi33jiUkhl6u2yV7JCg7jtC7U=",0,6,NA,"",9,"2014-10-01",149,149,"YES",0,7,1,40
"hY6KlRf56ZIL9V+M9CGv226ojvcgl2bW+TgWZ4l/t50=",0,13,34,"female",9,"2005-09-19",110.130434782609,149,"YES",0,23,1,33
"rzio2JmDQC4BCg48xm5yozTfgD60sN2wj6s6gpuHLNc=",0,1,NA,"",7,"2015-12-13",99,99,"YES",0,14,1,41
"RpqI+xi4OVc61Lo3MZAUKimSsiIP5hHYItypvUppMog=",0,1,NA,"",7,"2013-11-04",113.321428571429,118.642857142857,"YES",0,28,1,41
"ZRsa230RQoQwE92PLuzKw15SDu1htxpvccj0taWpjsw=",0,4,24,"female",7,"2016-09-23",129,129,"YES",0,6,1,41
"1OJvOdMgnMMwzfEpPKjeZcIrzRIWbgXZG3WV1/dPmnE=",0,1,NA,"",7,"2013-07-26",92.4,92.4,"YES",0,15,2,41
"/jMZWjufTHxwGTxN1rhhG+mkf0MApwals5Vg44+TY5Y=",0,1,NA,"",7,"2014-04-06",141.535714285714,146.857142857143,"YES",0,28,1,41
"XGCdt8Ufyyy+jvnuLOhGGGFC+iMLe34W1Vt2F4/WDY4=",0,1,NA,"",7,"2013-12-17",149,149,"YES",0,26,1,41
"LXT14CPQG2lbwji28P4W11BCY3DNZ+a1mSgOndeQ22M=",0,1,NA,"",7,"2013-11-21",86.625,86.625,"YES",0,8,2,41
"OvR6XlvElIgmLnSDfHMvLOEjD8FDUxhm8s7IiX608HU=",0,5,NA,"",9,"2014-11-27",149,149,"YES",0,6,2,38
"xlF/XCwxVmL8OItM12/soADDU2d6HyKQznwQsxBgUHg=",0,5,58,"male",9,"2006-12-15",108.363636363636,149,"YES",0,22,1,34
"3zNmXgr9IYpdKqIqJHhbFdxr1jGtG2x/zgvcpbvFIQY=",0,1,NA,"",9,"2015-09-04",149,149,"NO",0,17,1,38
"ku+AnrD26Wgv6r+Bc4Pxwvn3prrWjiCYEFa+fRJ8RCg=",0,1,NA,"",7,"2016-09-05",99,99,"YES",0,5,1,41
"GDT2GHhbJvXghYCVC5sOuNPN3YU/j8qyY6YGrMWnISE=",0,6,37,"male",7,"2011-04-29",123.84,129,"YES",0,25,1,41
"Koy9Uj5UBKQGRNhH8GWo95qqFji0rxXPoZS58cHJ28I=",0,1,NA,"",7,"2013-09-23",129,129,"YES",0,12,1,41
"wRq0YqJCw37VENgKQjcE3IbV2mq8pNg6arux/EXfK1g=",0,5,32,"male",9,"2014-08-19",108.363636363636,149,"YES",0,22,1,31
"OxhZcX6XvH4PVZuKNuh+Zftbh27NJeKJ+HN+F3WkK0Q=",0,1,NA,"",7,"2013-07-07",99,99,"YES",0,13,1,41
"Nex2y+RTpV2Ag7VTigObNtjzdcu19eCNodjy384XSTs=",0,13,27,"male",9,"2008-05-22",167.368421052632,167.368421052632,"YES",0,19,1,36
"NEhMZO1FRPnUnJBPeXiMVPuAstWzRaCvIixFcJy0bWc=",0,1,NA,"",7,"2015-02-24",134.24,139.4,"YES",0,25,1,41
"gmsovggUR9l5kr7gGS73uFA9q70ymsaavA7QRmyReEo=",0,1,NA,"",7,"2015-06-24",138.090909090909,138.090909090909,"YES",0,22,1,41
"51JEVD81kQz9fnavL1pNd2R0zSXlgzxa0U6aB3V9jao=",0,13,29,"male",9,"2007-07-01",108.363636363636,149,"YES",0,22,1,34
"34S1xSaKCOYK1nzWVbRA7MuVnRJffTwRDurkidRPnAY=",0,15,45,"female",9,"2012-03-30",143.481481481481,149,"YES",0,27,1,37
"R0icfetXq6EhA+MMad5qC2VvvjFp9tXbG818pZbpqn4=",0,12,17,"male",3,"2016-01-01",149,149,"NO",0,14,1,38
"yuE0Hpf+5I3reaObxA1sdieQ9fct4hqxdxqQuwikvU4=",0,1,NA,"",7,"2016-04-25",99,99,"YES",0,11,1,41
"h7ZMcaTERUhF0NP10ZMiz1H4wSmSDaaQHA7eRIeKK4M=",0,5,20,"male",9,"2010-05-31",143.166666666667,149.416666666667,"NO",0,24,3,38
"8j9wTw9Uk0E4MnyQDD8OXXtKIkZuDu1RZ2sNgIfIRCA=",0,5,23,"female",3,"2014-10-07",284.545454545455,271,"YES",1,11,3,40
"y9oAHqQGgWMle3xA1RjaEYks/Ef4WgHGbkWDqzmQNkE=",0,1,NA,"",7,"2015-10-26",99,99,"YES",0,17,1,41
"Oqgv6LcbqjAN3YnlhYewG3v9liUcbBvAlxKgy2YClwo=",0,15,20,"male",9,"2015-04-22",158.181818181818,165,"YES",0,22,1,36
"SSrfLZ8NRvSk2+laFr0RAPdw2+7bdQZJxpYNOWOUiX4=",0,7,25,"female",9,"2007-07-02",108.363636363636,149,"YES",0,22,1,34
"AmiikwVwckICN+6ooABwAGsi0x0vLSTMWzXPPABJljQ=",0,1,NA,"",7,"2013-11-08",143.269230769231,149,"YES",0,26,1,41
"oGSZF/ToQb+UWtt/ioT1NvO/C46flGY/x9ZxKStBbvI=",0,22,20,"female",9,"2016-02-18",178.8,178.8,"YES",0,5,2,40
"/3Yq7+SfUXHlm4lplr8L+J8C7e0HxCxHtTxBfIaB18A=",0,5,20,"female",3,"2013-09-28",143.269230769231,149,"YES",0,26,1,40
"AvFyCLgYhmdgnsA+4RK2/YMw2XjiEgwabKU+6IqnJTo=",0,13,29,"female",9,"2007-12-28",108.363636363636,149,"YES",0,22,1,33
"f/BRPHXDqc3FvhxuCQLG1tmsDelkkyuI0N82RpXPj6I=",0,1,NA,"",7,"2014-02-03",99,99,"YES",0,8,1,41
"Q/yjQmXlNup6cgep4o2kJY4F8FNYA29IuHoaLYNYQZs=",0,1,NA,"",7,"2015-12-12",99,99,"YES",0,15,1,41
"Fv+IVfGbGhUbpKBrj07x0rlDY+4TEq7sPvD+aoT72SQ=",0,22,NA,"male",3,"2014-08-23",141.55,149,"YES",0,20,1,40
"v6gbfMFYNJSwKmY2atMGhw66P4QsJFjP1LdVFmyVOsk=",0,15,19,"male",3,"2012-01-08",151.642857142857,151.642857142857,"YES",0,14,4,38
"bTMXe15iC5ER6a6nlC+CFHcOadRd0SiCrWvoevb5qWo=",0,1,NA,"",7,"2011-07-18",99,99,"YES",0,17,1,41
"XQaoZIfjDlFrYYx5whYT5LbcnSOeUWpHUJySF+NfpaQ=",1,13,25,"male",9,"2008-01-13",108.363636363636,149,"YES",0,22,1,34
"Qq0l7cWUNQMIevip/TT6EMjYz0EbevIiepuWv/udR64=",0,1,NA,"",7,"2012-05-29",140.588235294118,158.117647058824,"YES",0,17,2,41
"EshF6fsfyYNZYNm5yUj+v4ZqWhTegolWKhCxu11Fsxc=",0,1,NA,"",7,"2012-05-30",131.103448275862,135.551724137931,"YES",0,29,1,41
"DhlWnM7/YOgPIY6iSCm/qvm2A9JH/tUyQEq8HgCL7hE=",0,1,NA,"",7,"2011-12-28",113.851851851852,119.37037037037,"YES",0,27,1,41
"FFUv8c1ca9UdR0a2OacoUwn5hzMO5iI/4ZaypfgR4KQ=",1,1,NA,"",9,"2016-04-07",298,298,"NO",0,5,1,38
"pe5zHA4Mio79PbtxSGavcImaCZDSO3Fr+cTrM1MJyS4=",0,1,NA,"",4,"2016-10-29",149,149,"NO",0,4,1,38
"QwdCrPyey9L5R/xx+mBWxJjA6Rp/0jrTDfFepsH49GM=",0,1,NA,"",7,"2012-01-25",118.678571428571,124,"YES",0,28,1,41
"GW8T2CY2Pch9hA6IdN3AQIGwWEvsvdEciukmog8T8WI=",0,22,31,"male",9,"2009-11-21",143.481481481481,149,"YES",0,27,1,40
"5Sxbc+o7OnySFvHFXs8T9Fvo05uyycNhhzzaxUS9I1E=",0,1,NA,"",7,"2016-03-19",99,99,"YES",0,12,1,41
"1hcLU5ghrD5gTncAsvgNUZE2uqDm8rSjAMAwOUZ1BtA=",0,1,NA,"",7,"2013-11-16",99,99,"YES",0,15,1,41
"FawQrezhbwVRWLfwEA7hp5tIm+uYqEkmYi1FUPkI/qQ=",0,1,NA,"",7,"2011-06-24",149,149,"YES",0,26,1,41
"XuFHvcDPdCiJo8ZJRSVdMQNiFu8OkMFhwfwmmg3J8jg=",0,1,NA,"",7,"2016-09-18",99,99,"YES",0,6,1,41
"dsINSUei4BJMg6N6Q9u16uLpP2+5887OO/5RwCubbBU=",0,1,NA,"",4,"2015-10-09",169.411764705882,169.411764705882,"YES",0,17,1,36
"deXXE0n65I1HfGu3cUgN+JjYt7MDYgKbM1TQgcYBokc=",0,1,NA,"",7,"2011-12-28",99,99,"YES",0,3,1,41
"Ha54iE679uLmBUUwSQVxeISXGuuUs7FrFqiuqEB5gsY=",0,5,33,"female",4,"2016-10-29",149,149,"YES",0,4,1,40
"fvhduGHLk8DRQAnKpa8ozJUiJ47QO+gn6CVYamxRG5g=",1,1,NA,"",9,"2014-06-28",163.625,163.625,"NO",0,24,2,36
"X/naVFm5/KrGryChy1trwhNYSVF3Eve8Cv3M9MyOT50=",0,4,23,"female",3,"2015-03-24",141.55,149,"NO",0,20,1,38
"Qv+121gLn48K9pMn9pgLKxz06EoKsjMCV2ITm3vgDks=",0,1,NA,"",7,"2016-12-24",99,99,"YES",0,3,1,41
"rCvBqI//0MVwG1b5WSLWcoRnZ3OGlhovesrw22VWm+8=",0,15,67,"female",3,"2012-09-08",143.481481481481,149,"YES",0,27,1,40
"EdJMvjN05eWFbzFct62MgxIIN5vrBSJj+wbGrzNPsng=",0,14,42,"male",9,"2005-11-19",275.076923076923,275.076923076923,"YES",0,13,2,40
"UXbb7Q7yjnIwUjvQUBcWyJqqfxrUiyB6+KpomFQYDkw=",0,1,NA,"",3,"2013-04-18",166.222222222222,166.222222222222,"NO",0,9,2,29
"+n0j3JQ4z+ik7ufGoyJT/mbRZxlR9xFa8bGtiCan5HE=",0,22,30,"male",3,"2014-11-02",477,477,"NO",0,1,1,38
"A6DJoTdyfFVxhngH62vlscx6pJsakhdeNs2vDEVTfH0=",0,1,NA,"",7,"2013-05-28",133.918918918919,133.864864864865,"YES",9,37,1,41
"Z70lU4g56wKA1Cx3Pkz3dMbdEOvKyLjhchTFmDksXjs=",0,22,36,"male",9,"2010-12-29",108.363636363636,149,"YES",0,22,1,34
"UkZ1uLHe0xaUZvqILFKgn/UX6gCrYT8E/jRCK9B5ZSA=",0,7,20,"male",3,"2013-12-01",154.285714285714,154.285714285714,"NO",0,7,3,29
"91FkTRTlCteXemx1gqBE3l0b4M5LePvQCfUWvT/3w6s=",0,5,32,"male",9,"2016-02-17",536,536,"NO",0,2,1,32
"u6kqzdcURWEMN3NlU17s8/rgtBYFvfKdZn0/NV75bIk=",0,13,29,"male",9,"2012-09-09",149,149,"YES",0,13,2,40
"8bDweTuy/uDsyvhuFzIrbgNFHpCmAf4kbeUMz5ZXOnc=",0,1,NA,"",7,"2012-12-26",99,99,"YES",0,12,1,41
"4YJSP7O0VDKw0ap4sozDeR4lzJaMb4mx96pEqboA6us=",0,1,NA,"",7,"2016-01-11",99,99,"YES",0,14,1,41
"QwlBzhoq71E1Ov2DiXPGbUyQ4r84q6EDRtVnRIvOiL4=",0,1,NA,"",7,"2016-05-17",99,99,"YES",0,10,1,41
"Tr0CXUynUM+virT+Jj9pcDef8JMJFzaTGPJBgkQtTp0=",0,1,22,"female",4,"2016-08-18",180,180,"YES",0,6,1,36
"mNP8gSFA7GFys7evAWaD92/5GD40XtY1b2cM/3kN1YY=",0,1,NA,"",7,"2016-07-10",99,99,"YES",0,8,1,41
"EN8fF/TmYdZPWTCD9UWNPsT7YCaHLkkhXNXBG3Q8IOE=",0,1,NA,"",7,"2015-07-31",99,99,"YES",0,18,1,41
"OvSxOXlQzG10iHcI1gpFXXqwoVE96zeMerSlWWeI6AE=",0,1,NA,"",7,"2013-02-21",143.269230769231,143.230769230769,"YES",4,26,1,41
"xnS3Gbrj3/pbiVO2iywMWiKm7fXyaBGqEAJNIjkCwxM=",0,1,NA,"",7,"2013-02-02",141.892857142857,147.214285714286,"YES",0,28,1,41
"MDRVeE0QKm0AFWtnZ23sCucrdEQ/W6Fm7W8fdIjndnM=",0,1,NA,"",7,"2010-11-09",136.814814814815,142.333333333333,"YES",0,27,1,41
"x+lpsUHA9mGSeIDSnY99Jza7CG2RwfcZjfiONRa2sf0=",0,1,NA,"",7,"2014-05-30",135.04,141,"YES",0,25,1,41
"SxxciXGjx7nfueyAw0V7FUlLM2Z6Mu3TnYU0fsfIkEA=",0,13,29,"male",9,"2013-05-30",140.722222222222,149,"YES",0,18,1,37
"MlaM1YMtMwcXj6PpwM4OZndrn4hx9zREfVKCl/WnnlA=",0,5,25,"female",9,"2007-04-12",140.235294117647,140.235294117647,"YES",0,17,3,37
"yzNRG3rri/96Lm1DlI712nYKNGpTWzoFGQ3xD/bX9Ik=",0,8,NA,"",3,"2013-06-10",149,149,"YES",0,26,1,40
"aQwPIZTzvan07IXji4JqDZRgbxAZEjpBj7EmOPOOJNE=",0,4,26,"male",3,"2013-03-01",149,149,"YES",0,26,1,37
"pqijzPeiR+Gx1d8CHrtp0VhnOiDGP1rvts9Tswa5gJE=",0,1,NA,"",7,"2016-07-20",99,99,"YES",0,8,1,41
"yZXKBtQ8dhzPihUrHcKoghD9uQy4D3ss0cOd3L3PRZY=",0,1,NA,"",7,"2016-10-21",99,99,"YES",0,5,1,41
"59Rfzvl0GwWD457XfPrvuwV7bZXfdr1fMpy2spRIeuk=",0,1,NA,"",7,"2015-09-23",99,99,"YES",0,18,1,41
"nfOJ1qCOJPFTk92c1GQRDO8WSgmXdDpj8ywR1biDwNY=",1,1,NA,"",3,"2014-04-02",240,240,"NO",0,2,2,20
"mcMMDL1Ri2dKnlkfpQOb4P0+49/YtATpxiAjaWFWaJo=",1,4,22,"female",9,"2014-01-28",480,480,"NO",0,2,1,20
"e4Ci7N7OOpqXN5yakIDDDL0/0l0BvwShA9AYzpDvhNE=",0,13,25,"male",4,"2015-12-03",149,149,"YES",0,15,1,37
"w5U0DhWZvxfebw+DkvUsv17PcGhfuJgtu9STAxtF66I=",0,13,21,"male",7,"2013-05-14",143.678571428571,149,"YES",0,28,1,41
"qBOayK0XZwz/+n4meyMbfIAI/HuaRxczi5KAgPR5yPs=",0,13,39,"female",9,"2007-11-03",108.363636363636,149,"YES",0,22,1,34
"ZOsTb/jWJx78n7cQQ4kDY3jgGoeOlSF470cLZRiQpPE=",0,1,NA,"",7,"2016-12-21",99,99,"YES",0,3,1,41
"40ThhCrYoQIsf80ZISD7aUtoA3trp2Bc60oJVjBRoTs=",0,13,27,"female",9,"2004-12-06",108.363636363636,149,"YES",0,22,1,34
"maa1wXtA/CqaiKGvK/JS+octfY1oznPpOhQl4YadkGk=",0,13,22,"female",7,"2015-06-29",146.625,146.625,"YES",0,16,3,39
"VPgi0e0ceYMucvR4gfgO9m1nIrqeoNnKx5lpw11F/q4=",0,1,NA,"",7,"2017-01-20",100,100,"YES",0,2,1,41
"nE3Mnm47fMYZHRaj5x+ubK3XuTdDLQtNE3oDy023QU8=",0,13,53,"male",3,"2013-02-07",143.481481481481,149,"YES",0,27,1,37
"6d2+H1NBfT4FyTglm/OIWMg1hhCdthqTP0GdjW810zo=",1,1,NA,"",7,"2012-01-18",99,99,"YES",0,14,1,41
"Fxl1XglbbCMnTcl8KA1X4cyP8BE1HKk+GZbmJSGlDfI=",0,5,27,"male",9,"2006-01-02",158.9,158.9,"NO",0,10,4,29
"pExrCFqPMD8tCjsgcn/ZnsiH8Ds46xlb/tip3O9DqxE=",0,14,31,"female",3,"2015-08-04",166.75,166.75,"NO",0,16,2,36
"gRVJkZ6PWST8NCNKeIwODEIJ5gI2DoSgjJiRNlt6YLc=",0,1,NA,"",7,"2016-06-27",99,99,"YES",0,9,1,41
"HG/X6nD6tNaW3t4DjW+JGLBE4EMRrg4beSbmYqQEfz4=",0,13,55,"male",9,"2014-08-28",149,149,"YES",0,27,1,40
"8KQNSCzXhAJX/2k1+3BIamM5dEYpa67KWsAgAYR854k=",0,21,40,"female",9,"2006-10-11",108.363636363636,149,"YES",0,22,1,34
"vOqEHxSLq0eU7hsQgcZVH1fYW4OMlVdV3nke8TM/FVM=",0,1,NA,"",7,"2010-04-13",99,99,"YES",0,9,1,41
"/pmbyHIWW/m23MGRM/8XaC1yV2kQRjp29X/juv+ByNU=",0,1,NA,"",7,"2015-05-10",132.227272727273,138.090909090909,"YES",0,22,1,41
"yfM6Hc3t9gTvqCoROT8M51b0jVeLAgURMV5U9EytcC8=",1,1,NA,"",3,"2012-08-20",180,180,"NO",0,2,1,36
"nZJmIrhyKaoWPYOQqyynXKFsjNWFrFzppTJKIucaOoE=",0,1,NA,"",7,"2017-01-04",99,99,"YES",0,2,1,41
"4SaqnScfyMXP/KWwJikWkg4cxhNhE4rUwuySFE2Y78o=",0,15,27,"male",3,"2014-10-09",141.157894736842,149,"YES",0,19,1,39
"zK45+7e6VbFvy2j8jyhNAEqqGY7Ml5Mcg8AdEj9ZOo8=",0,22,45,"female",9,"2011-11-24",146.565217391304,146.565217391304,"YES",1,23,2,40
"JFkSCobzQBj78BpqGNtMXTMv0s8MZsg1ogIkfFxcSPQ=",0,4,33,"female",3,"2014-06-20",259.333333333333,259.333333333333,"NO",0,9,2,36
"AmM0ugyBlkVcDfQkP/9HKc7WQE3lDfOpa3YsH5CBB6M=",1,1,NA,"",9,"2015-04-03",169.666666666667,169.666666666667,"NO",0,3,2,29
"iUQFCYz9yfPC8ovHiyYAvkPn1la9wEflJpUuOzNZnwQ=",0,14,25,"male",3,"2015-11-27",170.769230769231,170.769230769231,"NO",0,13,1,36
"tDatX1N/cnEutSQyWX77zu9XFyck6nP+eyHu6gWGk9k=",0,1,NA,"",7,"2016-01-12",149,149,"YES",0,14,1,41
"jZ7cexfroE+lcL6wYy12OAZT6rMVPwhyVFqiox2AF/Y=",0,1,NA,"",7,"2013-06-16",129.434782608696,129.434782608696,"YES",0,23,1,41
"6sQdGke+hqX+3cr9ulTWkh68BBDqtyq5Mo8uykhbIzY=",0,1,NA,"",7,"2013-07-06",99,99,"YES",0,20,1,41
"lJsMkffjVJ/N3NwLBtiyl+zW6EgohTByHvmr74t1EJU=",0,1,NA,"",7,"2015-05-05",132.227272727273,138.090909090909,"YES",0,22,1,41
"UhOJNiQjidSKC+zrwHgtAlqxka3p3vMZE9zzmj3hYfA=",0,1,NA,"",7,"2016-01-11",99,99,"YES",0,14,1,41
"1lzFfGQeyqJcDwoDEPOGxaibOfJ3KtSG8JEq44c3OVA=",0,5,25,"female",4,"2016-05-25",227,227,"NO",0,5,2,38
"na99Gq15YA4pKI930QgMuFttAeulS0lsqaQ8f6iKmg0=",0,22,29,"male",9,"2006-02-25",108.363636363636,149,"YES",0,22,1,34
"Fcle6gmnzuquJw30/h7ystlb5FpNWKiNTBEO+KICIHM=",0,1,NA,"",7,"2013-01-16",99,99,"YES",0,4,1,41
"Tcbegnf5FiT117eA3NY3WLqDLkwqpcn6BfQWcYPvPvk=",0,8,24,"male",9,"2007-07-29",149,149,"YES",0,9,1,37
"+KNCUGetFFhxb+VkBX7Bl6JS60xoGhbWYvJNSpju/tg=",0,1,NA,"",7,"2016-07-20",99,99,"YES",0,8,1,41
"KBGxAs3enAIldoiUpaKQMvnwllKrifTS0VVMGnjnrk8=",0,1,NA,"",7,"2016-04-12",129,129,"YES",0,11,1,41
"EFU2vWcTdqESg3vf8Gu/Gxf3qcoZu8bY1we9CNLyL4Y=",0,1,NA,"",7,"2013-11-22",130,126.317073170732,"YES",9,41,1,41
"9B07acPGyUHNfvNDWffTWeozxr5dZYUg1CALuh3r2tg=",0,1,NA,"",7,"2016-04-27",99,99,"YES",0,11,1,41
"9znuEwPMZvS5OuN60bNdWhNaqr+DKbQE+Oz+afQPi+k=",1,1,NA,"",7,"2015-09-23",149,149,"YES",0,17,2,38
"fEH9yJKdZ4YXjlTbrlyDTceHCe01bz1dc3w17JAtPVc=",0,1,NA,"",7,"2012-12-21",99,99,"YES",0,14,1,41
"38YxQljh3/fK7vkMBafvzjAmIceaUbpwMhR+oU6StZs=",0,5,29,"male",9,"2008-02-10",141.904761904762,149,"YES",0,21,2,39
"gYizocrgINnRHzI+/FbbTc2ggsiAMkguqZnGWI/JMTE=",0,1,NA,"",7,"2015-09-30",99,99,"YES",0,17,1,41
"fy2qT0r41iOjfFUb4CeyTLick9XVdyguv4Z4ABdgBXo=",0,15,23,"female",9,"2006-07-06",111.75,149,"YES",0,24,2,31
"TwSuTgXMQNxAWt0uqQ7K70I8PbdHsE++YzEMFVyIMys=",0,4,26,"male",7,"2013-05-17",124.925925925926,124.925925925926,"YES",0,27,1,41
"BzJDxbizlN+iaWJDZFocrHJI7Ya4hfULzMLqIL6VxK8=",0,1,NA,"",7,"2016-03-08",149,149,"YES",0,12,1,41
"p5tMEKDVWl4MXJ9DIiJu3GJo7mED6lM0AT4sPWJfrcc=",0,1,NA,"",7,"2013-09-23",149,149,"YES",0,26,1,41
"wMlgZfGGwzSORw6V7v60gL1ovhIUJAjdf1Sg+MlYzIw=",0,7,24,"male",3,"2015-09-26",149.117647058824,140.352941176471,"YES",1,17,2,40
"jBHA2w7Xu62evkYeIGlnMy2uAGxH2lz5QBNO5gqSN2g=",1,6,29,"female",3,"2014-07-31",536,536,"NO",0,4,1,32
"y9put0RpmDewaey5XmmTsdHKaI8OASjUombu+NTwDq8=",0,1,NA,"",7,"2016-11-24",99,99,"YES",0,4,1,41
"Vu4nHeup/iiCe/0VcWuj0iKUolrnSvDMHj9OSjIRvR0=",0,1,NA,"",7,"2014-03-21",114.366666666667,116.666666666667,"YES",2,30,1,41
"2D1PHk6l8oWsjYd35EVyKfBlRXNCBTR46bkqPXhGbKs=",0,1,NA,"",4,"2015-10-31",149,149,"NO",0,16,1,38
"bqlfLzXHG5GPghDXfPq/AGR5TJEy8ypun14VZg/EEGU=",0,1,NA,"",7,"2010-10-22",129,129,"YES",0,26,1,41
"rQXhgvtovFv0TQdJgaSn3gOcVn8IPEfhS73y6/NJXKA=",0,1,NA,"",7,"2016-01-21",99,99,"YES",0,14,1,41
"OofbJys2Bfb9qutTYD4YSVob0fcnUlmb6SELSqIpx2g=",0,1,NA,"",7,"2014-06-09",125.7,125.666666666667,"YES",4,30,1,41
"ZRsufxuh9TiGq/5hW8B8BlDjHAd3g7decQtGcGPcMsY=",0,1,NA,"",7,"2016-01-21",99,99,"YES",0,14,1,41
"blUiOJPpsmlaZ33B4fVgbXsPUWKg/T1YAoQ64Vl0X+o=",1,1,NA,"female",3,"2015-07-10",99.3333333333333,99.3333333333333,"NO",0,3,2,38
"RC+Pf/4EBZIsfmvF5h2dnd5tQcnmvnRqZ0tUsqINc8I=",0,1,NA,"",7,"2016-02-12",149,149,"YES",0,13,1,41
"DCjecmk1ow1G2nxUvywG7L8rGMNAusceMOOXFvO7KbY=",1,1,NA,"",4,"2016-02-19",1200,1200,"NO",0,1,1,38
"IR7bG1HuDwCbYKUQ9hVBPEvLc9c4LtaMRr1cEBUQ3kE=",0,15,27,"female",9,"2007-08-09",141.157894736842,149,"YES",0,19,1,39
"sHnGFhp5qEmp+GPyL4KQ08d9uGX5lDFcOf7Y3f8lLI4=",0,1,NA,"",7,"2014-04-04",174.333333333333,174.333333333333,"YES",0,9,2,38
"GhB91/I77J6zE+x8KPD8H13dY0pa+yhpurVqK314vJo=",0,22,35,"female",7,"2016-11-04",99,99,"YES",0,4,1,41
"MFbNhm4XTePZe4hP2+1/qyLznZcicryIG/PZ74G5w4s=",0,1,NA,"",7,"2014-08-25",143.5,140.315789473684,"YES",9,38,1,41
